RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodSeconds,simulationTime,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,SimulationDuration
2390181617,1,2,3000,6000,600,600,5995,3176,1299,1520,0,0,2.7
2390181617,1,2,4000,6000,600,600,5995,3176,1299,1520,0,0,2.55
2390181617,1,2,8000,6000,600,600,5995,3176,1299,1520,0,0,2.63333
2390181617,1,2,10000,6000,600,600,5999,1384,84,2,4529,0,2.63333
2390181617,1,3,6000,6000,600,600,5999,3843,579,296,1281,0,2.65
2390181617,1,3,2000,6000,600,600,5999,4834,789,376,0,0,2.75
2390181617,1,3,3000,6000,600,600,5999,4834,789,376,0,0,2.78333
2390181617,1,3,4000,6000,600,600,5999,4834,789,376,0,0,2.73333
2390181617,1,3,8000,6000,600,600,5999,1925,275,107,3692,0,2.6
2390181617,1,3,10000,6000,600,600,6000,1039,72,2,4887,0,2.75
2390181617,1,4,6000,6000,600,600,5996,3490,1287,1219,0,0,2.66667
2390181617,1,4,2000,6000,600,600,6000,4605,1353,42,0,0,2.68333
2390181617,1,4,3000,6000,600,600,6000,4729,1225,46,0,0,2.8
2390181617,1,4,4000,6000,600,600,6000,4930,927,143,0,0,2.63333
2390181617,1,4,8000,6000,600,600,5993,1550,1819,2624,0,0,2.86667
2390181617,1,4,10000,6000,600,600,5993,1032,1822,2490,649,0,2.91667
2390181617,1,5,6000,6000,600,600,5995,2969,1222,1490,314,0,2.73333
2390181617,1,5,2000,6000,600,600,5999,4834,789,376,0,0,2.93333
2390181617,1,5,3000,6000,600,600,5999,4847,770,382,0,0,2.68333
2390181617,1,5,4000,6000,600,600,5999,4720,789,490,0,0,2.61667
2390181617,1,5,8000,6000,600,600,5994,1075,1675,2645,599,0,2.73333
2390181617,1,5,10000,6000,600,600,5993,579,1697,2577,1140,0,2.76667
2390181617,1,6,6000,6000,600,600,5996,2769,1079,1447,701,0,2.78333
2390181617,1,6,2000,6000,600,600,5996,3286,1216,1494,0,0,2.73333
2390181617,1,6,3000,6000,600,600,5996,3286,1216,1494,0,0,2.81667
2390181617,1,6,4000,6000,600,600,5996,3286,1216,1494,0,0,2.61667
2390181617,1,6,8000,6000,600,600,5997,2119,898,1242,1738,0,2.63333
2390181617,1,6,10000,6000,600,600,5998,1621,616,796,2965,0,2.73333
2390181617,1,7,6000,6000,600,600,5995,2712,1085,1514,684,0,2.6
2390181617,1,7,2000,6000,600,600,5995,3233,1184,1578,0,0,2.73333
2390181617,1,7,3000,6000,600,600,5995,3233,1184,1578,0,0,2.66667
2390181617,1,7,4000,6000,600,600,5995,3233,1184,1578,0,0,2.75
2390181617,1,7,8000,6000,600,600,5995,2088,939,1324,1644,0,2.63333
2390181617,1,7,10000,6000,600,600,5996,1590,642,815,2949,0,2.71667
2390181617,1,8,6000,6000,600,600,5995,2712,1085,1514,684,0,2.7
2390181617,1,8,2000,6000,600,600,5995,3233,1184,1578,0,0,2.66667
2390181617,1,8,3000,6000,600,600,5995,3233,1184,1578,0,0,2.73333
2390181617,1,8,4000,6000,600,600,5995,3233,1184,1578,0,0,2.73333
2390181617,1,8,8000,6000,600,600,5995,2088,939,1324,1644,0,2.58333
2390181617,1,8,10000,6000,600,600,5996,1590,642,815,2949,0,2.83333
2390181617,1,9,6000,6000,600,600,5995,2712,1085,1514,684,0,2.6
2390181617,1,9,2000,6000,600,600,5995,3233,1184,1578,0,0,2.8
2390181617,1,9,3000,6000,600,600,5995,3233,1184,1578,0,0,2.53333
2390181617,1,9,4000,6000,600,600,5995,3233,1184,1578,0,0,2.75
2390181617,1,9,8000,6000,600,600,5995,2088,939,1324,1644,0,2.73333
2390181617,1,9,10000,6000,600,600,5996,1590,642,815,2949,0,2.58333
1281187744,1,1,6000,6000,600,600,6000,2556,421,10,3013,0,2.63333
1281187744,1,1,2000,6000,600,600,5999,4535,1416,48,0,0,2.68333
1281187744,1,1,3000,6000,600,600,5999,4535,1416,48,0,0,2.78333
1281187744,1,1,4000,6000,600,600,5999,4535,1416,48,0,0,2.7
1281187744,1,1,8000,6000,600,600,6000,1576,151,3,4270,0,2.61667
1281187744,1,1,10000,6000,600,600,6000,1046,63,2,4889,0,2.53333
1281187744,1,2,6000,6000,600,600,5996,3194,1311,1491,0,0,2.68333
1281187744,1,2,2000,6000,600,600,5996,3194,1311,1491,0,0,2.65
1281187744,1,2,3000,6000,600,600,5996,3194,1311,1491,0,0,2.66667
1281187744,1,2,4000,6000,600,600,5996,3194,1311,1491,0,0,2.76667
1281187744,1,2,8000,6000,600,600,5996,3194,1311,1491,0,0,2.88333
1281187744,1,2,10000,6000,600,600,6000,1439,92,6,4463,0,2.65
1281187744,1,3,6000,6000,600,600,5999,3752,622,335,1290,0,2.71667
1281187744,1,3,2000,6000,600,600,5998,4773,822,403,0,0,2.61667
1281187744,1,3,3000,6000,600,600,5998,4773,822,403,0,0,2.7
1281187744,1,3,4000,6000,600,600,5998,4773,822,403,0,0,2.81667
1281187744,1,3,8000,6000,600,600,6000,1947,297,177,3579,0,2.68333
1281187744,1,3,10000,6000,600,600,6000,1046,63,2,4889,0,2.61667
1281187744,1,4,6000,6000,600,600,5996,3597,1236,1163,0,0,2.55
1281187744,1,4,2000,6000,600,600,5999,4535,1416,48,0,0,2.91667
1281187744,1,4,3000,6000,600,600,5999,4652,1294,53,0,0,2.66667
1281187744,1,4,4000,6000,600,600,5999,4936,923,140,0,0,2.81667
1281187744,1,4,8000,6000,600,600,5996,1551,1839,2606,0,0,2.76667
1281187744,1,4,10000,6000,600,600,5996,1088,1809,2482,617,0,2.55
1281187744,1,5,6000,6000,600,600,5997,3008,1205,1448,336,0,2.85
1281187744,1,5,2000,6000,600,600,5998,4773,822,403,0,0,2.58333
1281187744,1,5,3000,6000,600,600,5998,4777,816,405,0,0,2.83333
1281187744,1,5,4000,6000,600,600,5998,4654,841,503,0,0,2.63333
1281187744,1,5,8000,6000,600,600,5997,1019,1729,2642,607,0,2.75
1281187744,1,5,10000,6000,600,600,5996,583,1738,2495,1180,0,2.55
1281187744,1,6,6000,6000,600,600,5997,2756,1102,1464,675,0,2.68333
1281187744,1,6,2000,6000,600,600,5997,3295,1202,1500,0,0,2.71667
1281187744,1,6,3000,6000,600,600,5997,3295,1202,1500,0,0,2.58333
1281187744,1,6,4000,6000,600,600,5997,3295,1202,1500,0,0,2.66667
1281187744,1,6,8000,6000,600,600,5996,2105,945,1284,1662,0,4.26667
1281187744,1,6,10000,6000,600,600,5997,1664,662,854,2817,0,3.05
1281187744,1,7,6000,6000,600,600,5996,2813,1094,1386,703,0,2.65
1281187744,1,7,2000,6000,600,600,5996,3361,1202,1433,0,0,2.65
1281187744,1,7,3000,6000,600,600,5996,3361,1202,1433,0,0,2.53333
1281187744,1,7,4000,6000,600,600,5996,3361,1202,1433,0,0,2.56667
1281187744,1,7,8000,6000,600,600,5997,2123,900,1213,1761,0,2.51667
1281187744,1,7,10000,6000,600,600,5998,1649,627,819,2903,0,2.56667
1281187744,1,8,6000,6000,600,600,5996,2813,1094,1386,703,0,2.58333
1281187744,1,8,2000,6000,600,600,5996,3361,1202,1433,0,0,2.5
1281187744,1,8,3000,6000,600,600,5996,3361,1202,1433,0,0,2.55
1281187744,1,8,4000,6000,600,600,5996,3361,1202,1433,0,0,2.55
1281187744,1,8,8000,6000,600,600,5997,2123,900,1213,1761,0,2.53333
1281187744,1,8,10000,6000,600,600,5998,1649,627,819,2903,0,2.61667
1281187744,1,9,6000,6000,600,600,5996,2813,1094,1386,703,0,2.55
1281187744,1,9,2000,6000,600,600,5996,3361,1202,1433,0,0,2.61667
1281187744,1,9,3000,6000,600,600,5996,3361,1202,1433,0,0,2.51667
1281187744,1,9,4000,6000,600,600,5996,3361,1202,1433,0,0,2.58333
1281187744,1,9,8000,6000,600,600,5997,2123,900,1213,1761,0,2.55
1281187744,1,9,10000,6000,600,600,5998,1649,627,819,2903,0,2.55
2595571339,1,1,6000,6000,600,600,6000,2532,460,8,3000,0,2.51667
2595571339,1,1,2000,6000,600,600,6000,4515,1441,44,0,0,2.48333
2595571339,1,1,3000,6000,600,600,6000,4515,1441,44,0,0,2.58333
2595571339,1,1,4000,6000,600,600,6000,4515,1441,44,0,0,2.56667
2595571339,1,1,8000,6000,600,600,6000,1559,155,4,4282,0,2.58333
2595571339,1,1,10000,6000,600,600,6000,1050,62,2,4886,0,2.53333
2595571339,1,2,6000,6000,600,600,5998,3178,1335,1485,0,0,2.48333
2595571339,1,2,2000,6000,600,600,5998,3178,1335,1485,0,0,2.55
2595571339,1,2,3000,6000,600,600,5998,3178,1335,1485,0,0,2.66667
2595571339,1,2,4000,6000,600,600,5998,3178,1335,1485,0,0,2.56667
2595571339,1,2,8000,6000,600,600,5998,3178,1335,1485,0,0,2.6
2595571339,1,2,10000,6000,600,600,6000,1426,78,5,4491,0,2.48333
2595571339,1,3,6000,6000,600,600,6000,3799,625,317,1259,0,2.58333
2595571339,1,3,2000,6000,600,600,6000,4793,832,375,0,0,2.66667
2595571339,1,3,3000,6000,600,600,6000,4793,832,375,0,0,2.61667
2595571339,1,3,4000,6000,600,600,6000,4793,832,375,0,0,2.53333
2595571339,1,3,8000,6000,600,600,6000,1904,300,174,3622,0,2.56667
2595571339,1,3,10000,6000,600,600,6000,1050,62,2,4886,0,2.53333
2595571339,1,4,6000,6000,600,600,5998,3487,1322,1189,0,0,2.5
2595571339,1,4,2000,6000,600,600,6000,4515,1441,44,0,0,2.63333
2595571339,1,4,3000,6000,600,600,6000,4641,1311,48,0,0,2.51667
2595571339,1,4,4000,6000,600,600,6000,4869,1003,128,0,0,2.46667
2595571339,1,4,8000,6000,600,600,5997,1520,1875,2602,0,0,2.53333
2595571339,1,4,10000,6000,600,600,5996,1066,1828,2448,654,0,2.56667
2595571339,1,5,6000,6000,600,600,5998,3041,1203,1449,305,0,2.58333
2595571339,1,5,2000,6000,600,600,6000,4793,832,375,0,0,2.55
2595571339,1,5,3000,6000,600,600,6000,4805,810,385,0,0,2.5
2595571339,1,5,4000,6000,600,600,6000,4686,838,476,0,0,2.61667
2595571339,1,5,8000,6000,600,600,5996,1099,1673,2621,603,0,2.55
2595571339,1,5,10000,6000,600,600,5997,587,1693,2570,1147,0,2.58333
2595571339,1,6,6000,6000,600,600,5997,2775,1086,1453,683,0,2.51667
2595571339,1,6,2000,6000,600,600,5997,3309,1184,1504,0,0,2.55
2595571339,1,6,3000,6000,600,600,5997,3309,1184,1504,0,0,2.55
2595571339,1,6,4000,6000,600,600,5997,3309,1184,1504,0,0,2.53333
2595571339,1,6,8000,6000,600,600,5997,2142,892,1250,1713,0,2.58333
2595571339,1,6,10000,6000,600,600,5999,1657,633,810,2899,0,2.55
2595571339,1,7,6000,6000,600,600,5997,2725,1109,1478,685,0,2.56667
2595571339,1,7,2000,6000,600,600,5997,3277,1208,1512,0,0,2.55
2595571339,1,7,3000,6000,600,600,5997,3277,1208,1512,0,0,2.53333
2595571339,1,7,4000,6000,600,600,5997,3277,1208,1512,0,0,2.63333
2595571339,1,7,8000,6000,600,600,5997,2092,957,1294,1654,0,2.58333
2595571339,1,7,10000,6000,600,600,5997,1606,670,824,2897,0,2.6
2595571339,1,8,6000,6000,600,600,5997,2725,1109,1478,685,0,2.6
2595571339,1,8,2000,6000,600,600,5997,3277,1208,1512,0,0,2.51667
2595571339,1,8,3000,6000,600,600,5997,3277,1208,1512,0,0,2.6
2595571339,1,8,4000,6000,600,600,5997,3277,1208,1512,0,0,2.53333
2595571339,1,8,8000,6000,600,600,5997,2092,957,1294,1654,0,2.58333
2595571339,1,8,10000,6000,600,600,5997,1606,670,824,2897,0,2.56667
2595571339,1,9,6000,6000,600,600,5997,2725,1109,1478,685,0,2.5
2595571339,1,9,2000,6000,600,600,5997,3277,1208,1512,0,0,2.58333
2595571339,1,9,3000,6000,600,600,5997,3277,1208,1512,0,0,2.5
2595571339,1,9,4000,6000,600,600,5997,3277,1208,1512,0,0,2.6
2595571339,1,9,8000,6000,600,600,5997,2092,957,1294,1654,0,2.56667
2595571339,1,9,10000,6000,600,600,5997,1606,670,824,2897,0,2.48333
2275089982,1,1,6000,6000,600,600,6000,2499,442,9,3050,0,2.53333
2275089982,1,1,2000,6000,600,600,6000,4548,1417,35,0,0,2.81667
2275089982,1,1,3000,6000,600,600,6000,4548,1417,35,0,0,3
2275089982,1,1,4000,6000,600,600,6000,4548,1417,35,0,0,2.7
2275089982,1,1,8000,6000,600,600,6000,1497,158,5,4340,0,2.75
2275089982,1,1,10000,6000,600,600,6000,997,69,2,4932,0,2.68333
2275089982,1,2,6000,6000,600,600,5995,3212,1321,1462,0,0,2.76667
2275089982,1,2,2000,6000,600,600,5995,3212,1321,1462,0,0,2.85
2275089982,1,2,3000,6000,600,600,5995,3212,1321,1462,0,0,2.58333
2275089982,1,2,4000,6000,600,600,5995,3212,1321,1462,0,0,2.63333
2275089982,1,2,8000,6000,600,600,5995,3212,1321,1462,0,0,2.7
2275089982,1,2,10000,6000,600,600,5999,1350,99,6,4544,0,2.7
2275089982,1,3,6000,6000,600,600,5999,3740,624,296,1339,0,2.6
2275089982,1,3,2000,6000,600,600,5999,4804,826,369,0,0,2.68333
2275089982,1,3,3000,6000,600,600,5999,4804,826,369,0,0,2.65
2275089982,1,3,4000,6000,600,600,5999,4804,826,369,0,0,2.75
2275089982,1,3,8000,6000,600,600,5999,1891,285,152,3671,0,2.83333
2275089982,1,3,10000,6000,600,600,6000,997,69,2,4932,0,2.5
2275089982,1,4,6000,6000,600,600,5997,3497,1300,1200,0,0,2.66667
2275089982,1,4,2000,6000,600,600,6000,4548,1417,35,0,0,2.7
2275089982,1,4,3000,6000,600,600,6000,4654,1308,38,0,0,2.71667
2275089982,1,4,4000,6000,600,600,6000,4896,988,116,0,0,2.78333
2275089982,1,4,8000,6000,600,600,5995,1508,1860,2627,0,0,2.73333
2275089982,1,4,10000,6000,600,600,5993,1070,1820,2495,608,0,2.65
2275089982,1,5,6000,6000,600,600,5998,2945,1250,1493,310,0,2.7
2275089982,1,5,2000,6000,600,600,5999,4804,826,369,0,0,2.65
